Metabolite,PC3_con1,PC3_con2,PC3_con3,PC3_con4,PC3_con5,PC3_con6,PC3_S1,PC3_S2,PC3_S3,PC3_S4,PC3_S5,PC3_S6
metab_0,3869.692388,3369.154285,3279.88914,2660.804486,3028.833415,30910.84247,2329.258382,1805.923607,2051.693855,2447.565979,1848.639059,1869.491098
metab_1,10238.65895,8460.252306,8164.346793,8041.39065,10212.28914,3054.517405,8544.469489,6669.390164,7553.563384,9951.33947,8415.675587,8326.443258
metab_2,551584.3941,536090.021,477740.7281,469045.419,513194.3427,545751.2858,410315.7743,377813.8526,365303.1439,456155.0227,353696.6539,383479.4376
metab_3,166400.1335,165339.7808,152145.5516,147291.1229,161675.6342,153272.8606,130722.0512,122274.632,115713.1539,144743.4693,112821.2703,122489.1031
metab_4,22084.17235,39712.48246,40636.9107,33551.76397,36928.87989,17189.1498,18257.40227,20568.76916,21970.19742,32014.59664,22685.79434,31315.77908
metab_5,21258.0854,18751.85376,16855.95681,16794.60086,17609.59523,93479.25419,12665.09669,11094.80989,10579.70829,13734.80731,10036.78897,11124.43251
metab_6,3894.447706,3685.71012,3157.94237,2995.775102,3390.281614,28118.87592,3320.665887,2159.30782,2931.31313,3019.397955,2346.30983,2205.280169
metab_7,795.5056118,659.211631,737.53768,674.8195635,761.1563116,14333.51424,692.8028001,608.1643626,571.5888322,716.5591578,551.804621,588.5350295
metab_8,12041.71523,11087.69863,10996.68255,10261.16739,11473.88149,258442.1103,10056.00537,8811.09281,9343.674989,11710.15998,9049.978479,9939.825736
metab_9,3453.264682,3177.245756,2835.766046,2917.335436,3090.472089,35191.29722,2481.327322,2228.484132,1984.409725,2653.053718,2359.790482,2507.282476
metab_10,27193.01384,26566.32667,25417.84985,24030.26377,25935.93319,334791.4504,22883.77827,21431.11411,22276.07689,26861.27456,21485.32695,23946.91171
metab_11,586.9300756,497.8497626,494.2491176,480.3588683,590.072655,22366.37319,375.2132246,417.0022326,390.6313172,455.9143267,409.3133859,477.2452015
metab_12,1504.292829,1441.750965,1368.058651,1449.18271,1435.271447,1326.356821,770.2293454,756.108173,776.0342487,980.8416441,727.3401724,899.1011218
metab_13,96.65295733,0,43.01212437,0,84.28971663,6895.575344,122.7432532,122.7492414,127.8612242,32.34621857,51.50321857,29.3441544
metab_14,16768.31215,14445.89903,13915.31983,13088.29281,14918.24417,280475.9428,11827.12167,10438.98595,10809.93144,13184.34061,10479.52953,11416.32212
metab_15,534931.3829,507743.5542,459775.3679,473035.2672,504208.6042,4263769.793,433157.4412,403753.7485,396007.2353,510336.8158,390931.7647,438676.8941
metab_16,226.4977889,350.5844816,191.5728718,109.3548799,174.7441253,28674.27627,376.6899994,327.8819781,284.7232108,454.595831,382.7755636,640.3146759
metab_17,85648.51947,81581.33557,71175.05307,71056.52501,76669.66289,347117.8885,54924.31106,50438.22397,46969.38729,60311.29409,44501.0304,49341.15757
metab_18,13273.9114,11128.1045,10174.33603,9424.529977,11968.61493,106983.5999,7882.314866,6882.948282,6932.4992,8511.549697,6459.560005,6494.289788
metab_19,361.0048223,95.37438074,348.7049642,487.3712599,250.9826383,4206.468266,0,215.1783835,227.1877781,179.9081841,244.1696751,164.4050289
metab_20,4738.574718,4789.620377,4307.127803,4244.477759,4659.982819,51657.34726,3666.405039,2830.727031,2922.116772,3703.727074,2715.456713,2905.192863
metab_21,223.8466813,0,126.9368213,123.2700984,0,17119.82005,101.5510182,185.5890453,85.58529271,118.6420259,33.79615552,96.64597436
metab_22,764.5075691,906.9101716,936.6645474,666.6798443,1240.13337,15646.37711,846.6943006,1002.38525,854.7178518,1052.453938,995.2728915,878.6030105
metab_23,765.0874001,932.5634725,695.2314514,619.2143651,912.7331644,22125.31511,816.9910908,837.5100397,676.3246191,908.2851093,879.4190375,886.7780613
metab_24,12588.19301,28777.75267,29492.76537,22924.73846,26352.49559,8473.731741,13551.48356,13209.40814,12338.04787,17105.33005,13247.60226,17569.02582
metab_25,1450.763845,1450.190225,1283.384569,1406.668339,1446.488575,1277.293686,814.8478892,743.1914205,820.7096543,910.5784735,690.7798243,825.8393256
metab_26,59392.39613,53761.65206,54424.08717,54171.40882,63703.62625,3665.626679,38925.16667,37555.43112,37095.97974,47158.2624,36389.34147,41319.33507
metab_27,7691.861154,7476.355587,6011.842387,6508.14539,6649.523681,8167.693461,6282.456044,6841.655579,6484.517834,8802.938532,6919.096223,7413.61883
metab_28,78737.22116,77402.13468,69727.11173,71055.53816,73267.80142,69488.20894,58698.37522,56206.07093,55620.87652,64725.89894,52465.87796,52952.0179
metab_29,66372.15334,61115.98905,59520.09895,60815.29744,65208.75663,67118.02288,61025.55441,56982.61027,54726.08296,71025.12232,60241.92696,63277.57052
metab_30,11353.9186,11742.44233,10066.63025,10379.47763,11406.2817,14344.94357,8661.040387,8592.628095,7801.832487,10017.71928,7503.589467,8730.881887
metab_31,46427.97773,44324.39221,39169.23857,40103.56193,41634.09561,48512.79663,34239.94005,32535.0217,30260.31119,38405.42437,30483.45529,33162.76045
Neoacrimarine G,31960.32926,33186.4192,31678.28972,28524.36212,35996.11369,27345.27484,21564.5256,26746.73479,23102.80295,30631.7654,26867.6994,24778.06952
metab_33,18591.51882,17487.80206,16174.90607,16812.58823,17770.06067,14912.64654,14567.59268,13129.45844,12745.52653,16506.49272,12438.24282,12866.94722
metab_34,6138.3894,6535.373117,5346.550781,6065.333427,6458.845635,6146.160084,4443.739939,4193.206972,3985.240195,5168.442734,3955.566537,4986.744036
metab_35,7418.334629,7309.671221,6785.305343,6864.167565,7165.866458,6100.977204,5152.19891,5429.255555,4999.419557,6747.879604,4792.731803,5542.901423
metab_36,3565.560951,3470.929064,3309.500277,3796.67209,3687.623929,2895.729433,2481.598476,2490.271895,2173.234484,3059.496339,2023.123588,3004.086944
metab_37,1663.904861,1560.937507,1468.6537,1614.087643,1701.25186,1645.232391,847.435147,1020.818154,925.0403994,1171.937256,898.9094234,947.0165541
metab_38,64155.75592,65387.8303,62074.55414,66168.23019,67188.54301,63875.60811,47269.0254,46872.13719,44094.93932,56894.96513,45241.70397,48907.46301
metab_39,1593.096367,2112.249032,2988.710046,1913.133714,1645.374255,2688.81171,2557.078895,3413.182347,2931.686718,1666.294226,3400.64373,1992.237162
metab_40,4668.215432,4443.062013,4212.610541,4201.730698,4725.788864,4635.218213,3366.346124,3891.15958,3445.658428,3679.449366,3273.709829,3509.247948
metab_41,4259.731183,3578.329642,4236.061435,3361.471999,3939.635904,4913.080541,4053.945029,4146.02501,4395.759489,4192.424739,3928.883505,4263.639252
metab_42,841.5581489,1155.441525,1098.980395,869.8392688,1001.2805,810.0772621,961.1788458,1293.731071,984.2855395,891.8067371,1107.091298,650.3193257
metab_43,3016.432071,3198.986321,4780.969448,3899.865636,2960.443376,7220.60679,5672.825649,5506.712852,6346.163336,4219.493884,5882.967261,5493.972732
metab_44,7644.865328,6018.274211,6281.597239,5714.953713,7201.891745,4414.350647,4566.847124,3424.026533,4749.075242,5042.066051,4046.388215,5036.207722
metab_45,0,790.4704307,1399.336757,535.4999713,1134.052184,1335.870363,1422.295697,2632.326647,1728.895679,1231.750777,2299.482572,4004.730473
metab_46,8946.190418,13814.75696,27075.54462,10410.34494,12944.14595,28338.01383,30450.34266,28091.0593,31126.89879,19449.36405,32162.3517,28695.61789
metab_47,1253.89669,1612.901761,1201.204767,1352.236531,1495.245651,1628.774049,971.2659399,546.8004764,838.9567654,1309.835716,967.7803395,1256.428228
metab_48,4182.279599,4387.236872,3101.172162,3050.041123,5803.608911,2874.677752,4649.029015,2095.361287,3084.861528,3216.168555,3808.816247,3614.676106
metab_49,2462.853038,3786.477924,4251.336733,2884.845526,3504.621771,5246.467446,3897.352422,5592.546006,4408.14081,4151.54603,4419.274624,3323.079656
metab_50,28799.06984,31891.00544,64291.34171,38155.86997,39887.88623,58034.86396,41208.35665,71844.97903,77231.58788,46852.77881,90134.56496,84979.87501
metab_51,4966.441731,7144.498228,8134.042635,5997.435671,6088.841547,6811.116256,7096.815936,7331.259649,7613.303452,5448.264427,8269.455906,6753.850394
metab_52,54495.93022,54185.64078,48906.15607,55553.36459,56487.84158,54764.81877,40249.31313,37761.97267,36729.89899,47163.18962,38200.5767,43626.77925
metab_53,1243.523224,1212.162335,747.9255402,638.9600444,592.8349242,1585.110216,1647.18675,1660.518944,1617.490548,954.4874731,1477.234089,321.0018781
metab_54,39970.8164,49530.72609,61581.66841,46238.93181,44397.21791,53449.53463,55853.77437,59868.05058,59121.46528,44832.1974,62285.17275,51593.29388
metab_55,44476.93523,46324.66365,43138.85311,41318.38173,44617.98786,42877.11057,31383.67807,32017.24846,36032.08979,44244.19006,34771.343,36380.71123
metab_56,71647.30758,84801.87112,104824.1946,78979.99384,78959.87804,89728.10651,98135.5731,105130.0478,104618.0171,81362.60842,113981.7697,86525.71917
metab_57,15678.3942,19229.59049,25343.99766,18092.79659,18111.3855,23112.04839,23487.18312,24272.40394,23207.39331,18788.04591,26303.389,19855.08067
metab_58,6108.348291,9204.527202,5276.86956,11534.65463,9247.929286,7843.897186,0,0,4085.534441,6492.701045,3982.480074,6895.113539
metab_59,560.8840085,1516.195425,4267.642315,726.2323289,857.8660967,2942.396055,3101.693719,6279.91331,7689.668279,775.2678065,8769.461878,5737.18201
metab_60,9839.177286,16504.50336,35038.19493,10705.3732,13535.87483,19472.66885,51512.62866,59305.74343,51555.18515,24076.54322,64531.76248,31083.06237
4-Amino-1-Butanol,321026.545,334745.1929,332446.9875,402953.9139,366616.3821,411934.5028,333050.1351,309138.2858,291063.6792,326049.5115,298321.8223,396940.7467
metab_62,0,89.61007554,331.8083549,44.14913102,122.6842974,0,72.64605284,70.2287784,212.363238,0,204.728898,82.50820368
metab_63,91569.82524,101186.6931,92211.76335,93230.25587,97821.68375,92996.04613,59192.19907,64486.58798,73358.29007,86418.63267,71845.00829,71505.86655
metab_64,83663.64645,103060.5331,124256.211,94645.85918,90694.23598,120352.0446,119469.0854,127931.7946,128033.5641,93259.74009,139035.6194,100626.9551
metab_65,38047.92773,37867.23954,36495.70474,34681.49233,38343.09045,37153.76417,25888.73362,26718.47282,30116.14091,35674.20639,28006.8674,29695.03763
metab_66,37642.06238,46381.58867,56367.53166,43129.15495,40225.1825,54641.35078,54758.9933,59178.70619,55027.31558,41464.81649,63988.29482,44083.84844
metab_67,316307.9681,392124.8797,484015.674,362995.0068,352635.3015,423650.5588,455985.0609,496574.4519,479526.9847,356578.7469,535478.8825,393116.23
metab_68,4562.564785,5860.470338,7632.150994,5436.415471,5553.41398,8072.636234,7883.536612,7776.80764,7759.451091,5671.66766,8357.621445,5621.701082
metab_69,8234.966853,11674.02005,11394.83288,10072.74656,9104.095831,10812.22415,12907.59011,14296.59134,13334.16568,10166.9386,15153.02199,10997.55598
metab_70,193740.91,246287.9141,303216.2927,223798.2069,219079.8535,246018.8102,275729.0221,310556.9725,301278.817,217648.4098,327143.5737,238881.0945
metab_71,95977.66709,103919.9767,98970.56557,97297.65249,103763.4163,91159.07657,62738.63725,66820.41734,77716.249,93515.60449,74894.49086,73600.24488
metab_72,575347.2673,704884.6707,849862.8212,656879.06,640347.0842,700615.9512,796986.2155,878068.4905,864118.3489,634793.6055,932144.1638,669332.6931
metab_73,73132.47453,87889.69109,106626.5313,83973.88857,79140.59326,93120.73138,104458.271,111418.1479,110311.5902,80247.52722,124869.5064,86048.59064
metab_74,41437.58293,50026.24176,60663.19641,50821.59999,47537.03418,53205.11828,64732.47791,63142.9856,62547.47455,45580.18046,66116.53333,50158.75241
metab_75,326930.1659,402300.1232,473729.5369,361030.8392,357657.5626,378110.2283,446075.3484,485598.5473,472874.0138,344094.8359,515709.3233,370949.8123
metab_76,13117.41846,15685.88025,18726.04959,13306.99713,13857.94512,18648.69573,18465.07202,18546.53825,21707.07431,12025.2824,20387.40629,14041.91657
metab_77,17635.24505,23828.91475,18157.76452,22415.75389,17243.75168,22686.36264,23774.91076,20521.23828,17443.65106,21310.05439,21380.42174,28808.65008
Cyclophosphamide,55469.34563,83730.866,136880.4662,75441.1541,68419.4271,108198.1865,191613.791,216022.0754,216553.9245,101649.9641,238981.1811,118957.6503
metab_79,11542.88661,16208.53227,11536.95321,17105.76278,15301.23631,16309.69639,17446.50425,14934.41318,11880.06965,11553.697,11791.9391,16169.50821
metab_80,0,161.6326157,175.1520389,322.4270991,0,121.2132378,119.7259105,0,0,140.0078633,0,0
metab_81,928.7358141,1572.400958,2590.039049,1882.424649,2193.753502,2236.040022,2232.978668,3756.986727,4357.878093,2513.6291,4841.327458,6083.335167
metab_82,1991.712691,3368.688604,2583.217391,3399.574218,2083.850651,3742.937446,3575.418244,2124.702996,3101.727369,3186.852383,3304.434171,3141.907407
metab_83,30538.05774,25104.62645,24989.5885,30486.99833,33946.70922,27815.0533,9490.097911,9330.616753,7657.24046,12444.3285,7817.338267,12239.51031
metab_84,142745.7473,132839.6262,121452.7804,163251.2965,164044.7851,112547.1506,108253.775,101492.259,93505.38207,122224.9264,86566.81305,127700.8663
metab_85,0,623.697787,5168.63752,698.1062435,822.7015739,3341.091824,9820.854142,13394.21532,13937.08644,3043.771418,12076.06291,5810.974106
metab_86,22476.8002,22719.00604,18240.13316,29710.88654,29941.76672,15489.97453,25873.20917,18730.091,19374.57235,27270.27896,18994.66483,32391.72067
metab_87,85.31846322,164.5824886,81.90868042,0,122.3635545,91.10336996,298.8477959,169.0997597,293.5370132,57.72071608,250.5792799,129.303407
metab_88,177094.0455,156271.2008,134275.1886,181310.7616,191248.066,161144.7845,59043.5311,54140.9333,46692.40057,73713.36355,45268.35946,76204.27143
metab_89,7111.072755,5352.68205,4622.691847,8996.074046,5363.726841,5140.95416,0,0,0,560.0526238,0,483.0527803
metab_90,4429.700919,6713.377465,5995.27168,6455.431385,5233.827548,3517.764016,2984.554394,3598.491697,6261.604553,5957.355224,5544.645242,3811.348303
metab_91,30920.66268,30021.73708,23761.34839,30871.19023,31986.03139,27114.8753,8618.147699,8649.300766,6724.928079,11932.6027,7173.894544,11622.53093
metab_92,4534.276773,4489.423551,6743.366724,5676.571336,5118.545281,3038.492026,5858.228972,4516.28405,4868.715979,3875.5543,4424.015693,3449.28013
metab_93,2840.815853,3049.491723,8248.050606,4444.181815,2814.219511,4995.637182,8465.911666,8570.748806,8686.805682,4075.227979,10427.51249,5138.820795
metab_94,16523.40942,22345.26257,33885.67591,18428.40875,18535.83449,23162.64833,42171.82847,39391.76659,37677.96329,15931.67738,43761.86389,23622.28663
metab_95,11505.8477,19983.41786,28557.0144,14923.80025,10526.95759,22651.70203,36369.89191,37121.51309,36241.97104,12115.7995,40102.84842,18559.79604
metab_96,8131.499497,9578.457413,10718.30161,11062.63057,9369.799887,0,0,0,0,0,0,0
metab_97,6267.70543,12503.75326,6560.856763,10090.55706,5715.800892,8240.526808,11683.32216,8250.620302,7231.719717,7660.084188,9347.052393,9430.626772
metab_98,36383.24603,36024.84375,28641.56974,37749.02246,36790.7727,22711.26377,23588.01948,23153.11562,20544.47118,26423.15752,21209.30768,26273.12054
metab_99,97101.63512,83856.30066,69615.67162,101327.965,100923.7529,86478.37332,26778.88771,27070.8621,21544.87268,38370.17821,22012.6075,33021.78634
metab_100,252683.0182,322451.0272,388161.6354,278083.8907,289805.4134,349728.2054,347233.6607,373917.135,365912.3258,254673.658,389792.5066,282789.6858
metab_101,58402.75994,55601.70334,54413.54812,60633.90913,61129.99584,71770.47137,42941.85327,37169.77916,37012.12225,47884.46371,33294.87674,46339.88662
metab_102,3486.309595,5533.519384,5125.293763,8413.362615,6367.078883,3456.597059,4860.427535,5266.6844,4366.876009,3995.988348,5793.140804,5424.273801
metab_103,7133.35592,11766.76815,8367.34385,6453.408642,12177.1891,1934.68351,6097.356728,10852.50059,4668.709501,7267.169744,9931.94062,4821.747831
metab_104,12987.06246,22976.10661,25894.90563,11010.08324,12886.18285,15562.27224,33975.14209,41892.16372,29928.74214,14526.62491,39266.29078,20761.17896
metab_105,14961.11914,12693.67247,33382.65729,15450.18386,8032.355207,29493.03849,41838.19184,33140.15742,38066.32342,17624.4419,49735.029,25542.74776
metab_106,62459.22172,55283.3216,43301.77357,79487.09396,46875.37728,7338.315239,17022.01698,18674.93045,12949.54181,1796.875078,31396.088,10617.40858
metab_107,27814.80043,27675.00319,63549.06264,28908.79784,19957.33084,49676.57523,42482.75637,31569.25099,31067.38754,35006.99103,34583.47032,42751.13244
metab_108,23942.61983,27711.86261,28949.28305,26039.46431,30689.04027,18362.68426,7415.477862,10761.87088,15800.44768,25113.1465,13999.39446,13582.28037
metab_109,12702.84937,17483.72605,16087.82833,14687.02392,12349.11074,14398.20521,9176.900705,9958.700962,10544.62486,14275.68262,9150.642956,12224.05449
metab_110,210943.3123,245621.3492,318164.3509,222766.2636,213936.3193,286059.3608,293478.0883,265596.3035,305701.0565,177751.7841,304712.055,234220.2881
metab_111,6886.740286,2640.627082,1907.417247,3592.529114,4685.026689,3790.78637,3644.89797,3931.154428,4506.589511,6862.188633,1377.627699,7540.631838
metab_112,233013.406,297759.3657,382045.4793,267579.9401,254355.54,338520.7991,326099.4594,349956.5132,365078.0874,233491.1686,362436.1227,271036.6674
metab_113,251308.0448,367602.596,428123.8327,332332.1856,258070.4432,378437.6298,361423.5083,389367.127,392002.4146,250009.1881,441169.057,334489.1826
metab_114,27231.03793,21023.45269,31447.81803,20331.58269,24959.93359,11987.68869,7396.675275,21879.28302,23682.15534,4943.118475,13046.22491,7451.470747
metab_115,54808.23649,138464.262,161459.9724,101089.8264,48712.10574,161654.1064,99399.66858,83329.77971,106470.8173,59138.04756,135803.1568,122941.2555
metab_116,0,0,14983.28762,7099.236788,0,38734.98162,15037.30505,14428.70425,6526.50526,3313.468187,5102.541947,5163.574641
metab_117,28948.14427,55668.47841,83928.50073,18169.40718,70346.05052,50749.09425,46739.88111,51110.70044,45336.04347,18058.47798,51191.79556,52555.21261
metab_118,26541.87129,41583.9427,58118.47159,32245.87171,36547.31579,35517.37168,54930.81378,56502.47687,61748.55232,40042.91414,60695.31212,36087.14291
"1,6-Hexanediamine",620344.3346,727016.6877,926713.4489,635801.0435,913586.3419,465888.5362,700696.3194,724786.455,1035021.689,861245.1556,794800.5577,536141.7503
metab_120,18981.26064,12345.56738,11135.34611,21386.69962,18859.46266,10192.39607,9579.431715,9700.372872,11416.61768,12098.29211,9180.086124,14241.06269
metab_121,141933.6005,144257.6291,127851.6873,151619.009,146160.7256,102947.9086,82851.70834,86002.34797,87341.4188,94657.6791,81945.8262,114067.3911
metab_122,118536.3059,146209.7909,160009.4279,134135.3421,140016.9668,126107.6479,123989.8054,143183.0809,158369.0923,144292.7763,159515.1723,109268.3407
metab_123,14250.42641,19685.89264,14389.33421,23156.52782,12643.62755,37368.97745,15842.54784,16831.78455,12793.56841,11891.10935,22435.96929,13589.88922
metab_124,27637.54262,44549.34521,56933.40028,35834.05206,24756.25935,73208.25607,46048.89989,34901.5356,36323.12028,17278.37468,40784.9338,40392.94513
metab_125,0,1735.031692,8102.469962,3695.349279,3666.356772,0,0,1245.468849,0,0,0,0
metab_126,65977.99062,82677.937,112259.3082,64737.83513,61776.05391,118579.6841,80737.6503,61035.72613,66527.45271,55958.33277,85275.97948,68951.82553
metab_127,22970.00646,26777.45347,8372.929491,19075.0315,8222.919954,25051.83645,15778.52727,3246.017362,16975.57236,8596.537961,7543.447406,24410.95203
metab_128,57010.36313,78315.98231,91997.01797,41666.3832,64046.82391,70968.86658,74844.2086,54642.74595,62763.36173,41794.74282,59937.39716,74387.38304
metab_129,0,25716.89704,32701.25079,10703.4857,31331.7932,22137.44395,25301.53821,21980.40957,29975.96787,24890.26449,25096.71136,16818.77688
metab_130,0,8932.79258,12233.37058,4672.803104,11787.95181,6267.044154,13901.85165,0,12327.78183,2694.486465,3866.8869,8094.674559
metab_131,18090.39876,24505.56237,39276.76739,44375.99179,35110.57632,70181.40633,49520.45836,29041.00066,34562.18369,25153.1648,50171.86048,41027.49171
metab_132,23507.90601,39951.442,58839.51374,18247.16452,5707.196013,53483.07007,22546.99703,22641.97,0,12102.27331,21803.74815,14151.57724
metab_133,26386.62305,15406.30779,33414.92806,7412.984215,37356.07725,30263.50225,32751.35383,49188.40447,43936.45712,27434.48514,26228.42696,36889.96138
metab_134,87498.57927,84468.00151,71249.58048,76668.70539,75581.43561,5346.99398,0,0,0,0,2207.168685,981.7430539
metab_135,118732.486,153538.9394,128198.5239,129370.2409,139317.4678,27027.60927,4813.602346,4658.814524,2999.420344,0,5739.415674,7328.89037
metab_136,96632.55639,126968.2722,142932.3943,138845.2436,130032.8369,105895.132,103472.1249,119995.4923,144613.8674,130450.4696,126788.8846,104705.3154
metab_137,0,6215.822675,10710.63449,8460.58231,3847.671077,3103.678453,5208.700255,15139.90738,9707.724273,0,24936.41508,7657.264513
metab_138,62277.21627,116198.3484,121410.3365,90496.74165,77368.31799,74452.7155,90001.37455,82547.25882,109719.9513,73667.40106,90176.23959,74231.00829
metab_139,0,12015.08988,13397.8829,9203.491835,16724.99677,36971.71317,29709.0172,5171.758242,14196.11503,21105.8064,30451.35669,14675.02279
metab_140,67901.93645,119760.3728,125963.4268,113452.3343,115946.1062,112488.3016,119725.8598,90348.24824,113400.531,81561.60037,115792.8689,99479.2453
metab_141,119100.8144,151742.9883,139860.3165,132222.5902,88984.36722,145410.9477,121580.8761,125483.3609,124877.1608,91368.27708,140628.2026,118732.3432
metab_142,79989.87034,101767.1682,136014.7181,107236.7068,66113.2405,125071.577,113731.9461,119258.8862,108819.2877,120070.9213,134939.6345,94939.43113
metab_143,10448.99387,29496.58987,23163.99565,25066.64962,27548.93453,24102.41765,21481.00586,30944.84726,27118.32881,21166.85671,29621.59684,26509.56485
metab_144,0,0,10346.77771,11758.8584,3442.028732,12156.63941,21752.89539,12008.50734,16576.53411,5081.354952,22588.37663,15344.43509
metab_145,65258.32347,103592.0143,102880.2459,80338.1616,59750.26889,78448.47407,75359.30927,71539.58106,82737.892,59572.59009,94485.52375,76581.98239
metab_146,9551.790171,21881.69816,23064.03031,0,6615.717392,16985.92582,12004.19546,0,21484.26276,15877.05012,29660.19612,27857.86289
metab_147,31876.71149,53921.52868,49608.51243,48190.17716,65720.29918,80840.39995,48495.4824,73995.60528,60507.36291,48128.27566,61626.67693,76847.62919
metab_148,18821.9709,18179.95105,32326.91849,38514.90451,6325.303424,54755.87945,42759.48438,18854.57265,39928.21351,0,32899.26426,10101.54928
metab_149,24237.45582,26064.3326,20135.5456,27254.36101,25699.9204,18946.99252,16405.29782,17830.66246,15499.78692,21376.11277,13671.05277,19707.18685
metab_150,162969.6886,152553.1687,124119.5384,179938.5187,174578.098,142593.2982,93346.11731,103530.976,94965.29679,114853.358,83521.82771,126857.4362
metab_151,168185.5517,218507.3979,204761.0198,194451.1949,200078.8285,159464.1448,164372.858,184204.3223,201796.0348,175427.5144,193827.9593,146073.0216
metab_152,41367.60806,29903.2727,85732.94442,59562.66993,48919.42625,48355.06333,53252.9923,52596.51456,88277.09079,60352.08424,74053.21754,24530.38293
metab_153,66268.87557,120960.6054,114076.0462,107088.916,115142.3,188622.4767,62479.13206,40608.74876,86569.18762,35018.8667,35035.27584,88169.22627
metab_154,17841.86318,34551.20982,61035.32527,39591.05385,27252.47527,35396.88382,30797.31249,37341.07069,17977.44153,36170.54266,36540.90186,44816.80023
metab_155,6170.46427,62735.28222,38286.63462,29378.55169,41302.58598,66204.0011,6939.726984,4812.879483,7608.186773,0,11245.79935,5248.646184
metab_156,9160.625119,32845.33496,34903.1654,9384.866417,10617.69494,13283.13288,31230.33248,34581.90957,24643.02074,5244.104022,35708.59675,7280.879461
metab_157,36189.82825,81167.41947,54499.55884,69410.82023,79009.77148,94200.17962,20045.12665,15162.1723,47739.40526,51126.02743,17032.95141,58780.73042
metab_158,520700.4168,744910.6632,682215.3832,731225.2468,697598.6478,898815.0857,321754.9304,292673.3324,302348.9686,360522.3085,304279.0369,483700.97
metab_159,11325.63624,27212.54745,13308.83008,0,0,13181.31847,18152.0924,39687.61563,21843.42152,17153.75942,19653.4663,0
metab_160,33150.91362,60093.69911,54443.64307,86653.37079,72119.40374,168989.7181,22994.72775,15668.52409,32676.78399,19800.0672,12251.12679,87574.94706
metab_161,0,0,0,0,0,0,20375.69726,29431.69442,20237.53931,18098.80029,40216.38966,10570.32011
metab_162,411382.398,509617.6373,421306.9985,503595.2505,489480.425,662322.0347,180056.9688,198592.9409,214153.4052,245530.5161,243454.9872,287074.2624
metab_163,244031.3654,558060.1434,554713.384,456221.1138,496034.8728,285993.3762,265392.331,258857.971,241508.2029,314139.7144,261607.8939,341124.6638
metab_164,267407.284,290198.6967,252778.6201,308093.5199,307653.2944,177683.3143,82879.34702,73596.8384,71176.26472,62993.40596,78509.65205,98536.46765
metab_165,39119.05908,24141.77719,32268.13671,33493.97689,42753.51654,16722.99717,21235.82835,21330.26402,24842.35614,16201.05341,20747.01308,33014.47442
metab_166,29297.92247,14395.38434,23878.45094,22272.59115,62167.16442,19647.59128,17094.29634,33716.48165,34928.42956,50498.69391,34195.03598,9021.443632
metab_167,9992.897102,43708.85427,40804.66273,22839.70989,28370.60214,42890.40159,51029.81786,41274.17713,42875.54711,42519.74209,42864.99695,32153.19889
metab_168,301800.8254,359364.0213,316565.4624,341253.3466,301296.0397,553025.4742,198870.799,155438.8572,167599.3766,178383.9991,156481.2279,266950.4617
metab_169,519650.9297,728390.2119,678632.9137,693143.6984,649293.4106,931773.9672,323435.2933,314785.5886,316721.7256,325975.0698,300838.9166,507374.7376
metab_170,0,0,10014.88465,0,0,0,18377.74938,15861.84696,4515.73356,0,4133.235266,0
metab_171,38655.56189,107834.3753,102017.0723,113545.0144,102274.4099,184077.587,42580.94394,11552.76787,11080.29227,10134.45915,38692.4407,42435.87124
metab_172,2843546.1,3336391.722,2981063.526,3183310.17,3137765.646,3811345.332,1823505.41,1673687.588,1682550.66,2101111.497,1782366.324,2342369.024
metab_173,130755.9099,179185.0754,157878.2515,193623.7794,160677.4916,285312.4381,90276.23591,78086.85225,130582.3597,119390.5995,78280.98241,137569.8352
metab_174,486518.0601,529523.4691,526401.8293,546340.3717,532727.0975,732456.029,290351.5799,251137.1413,224282.5656,348914.3673,249756.9474,445584.9512
metab_175,72201.26663,67697.33784,25402.14769,51648.80555,46975.75762,50640.50254,44443.48223,36314.12425,63801.4062,43573.96448,51395.86799,23909.5833
metab_176,6594.068833,7250.944613,3006.522804,12700.49242,5562.288682,0,3987.353776,6301.135532,1910.531107,1863.690574,0,4813.471853
metab_177,186839.0579,241440.5683,151662.2937,199365.399,160806.1828,252144.7005,105869.7433,95945.42938,89712.02487,113232.7577,100010.2515,139515.4209
metab_178,4698980.16,5376640.779,4691917.038,5054216.719,4956872.393,6156115.396,2952451.288,2782360.567,2859582.159,3280506.827,2734918.756,3644831.6
metab_179,919525.6785,1179811.436,980923.3111,1103547.312,1020063.434,1394517.21,605357.5867,521624.5223,550265.6101,678832.6745,539711.315,808195.1131
metab_180,703001.5651,794481.3791,730866.813,794196.7277,789981.3814,992376.4465,420224.5012,364632.0183,381622.7761,391579.4722,386318.9906,499875.0616
metab_181,139331.4025,168394.5593,108578.3167,110815.8909,149646.1209,159097.5779,33118.04856,51807.10619,54558.54828,43685.22194,55074.16614,44915.35381
metab_182,444021.2102,487786.0212,375015.5974,498436.9094,492583.763,572427.0222,312539.9105,224429.1325,277014.6477,320957.8964,243458.156,357240.7202
metab_183,818446.6968,878734.4878,817679.0211,861681.8078,859173.7406,878426.8188,573294.6042,554457.4629,568984.3413,669777.556,559903.9485,656835.9528
metab_184,5703.958921,5030.592464,1310.124289,3661.696416,3863.372907,1728.881788,3558.189252,4070.458484,2983.826277,5025.39028,2963.604408,2080.993697
