Metabolite,PC3_con1,PC3_con2,PC3_con3,PC3_con4,PC3_con5,PC3_con6,PC3_S1,PC3_S2,PC3_S3,PC3_S4,PC3_S5,PC3_S6
metab_5523,131261.1879,95451.34587,94303.11114,153428.8581,189093.5462,636922.9329,579610.5542,397147.1515,384023.0396,579619.276,505156.5216,616735.1267
metab_5524,174190.6984,124308.3953,115982.0461,159197.0104,183751.7175,52068.92585,44542.5844,26592.887,13931.76339,33396.57066,13872.29372,16675.96761
metab_5525,83865.05123,63901.01747,69374.71565,72494.17784,61506.88942,0,0,0,0,0,0,0
metab_5526,52918.52674,47107.07122,49596.1103,53515.66942,48456.70886,0,0,0,0,0,0,0
metab_5527,99517.05766,110049.0288,100354.1806,110253.2586,108172.622,6584.447218,7261.792137,0,3760.356357,1984.900509,1655.745328,6286.166224
metab_5528,5900.44727,3509.996456,4990.627968,5080.008265,2988.163707,0,0,0,0,0,0,0
metab_5529,35692.75554,36508.56098,34112.00016,37266.07763,41251.25706,64414.697,47715.31439,48170.38414,40102.00184,59165.14979,42414.217,54591.14409
metab_5530,8282.153717,7234.30781,1908.869818,3167.926543,1759.510349,42211.6808,35526.25363,23333.62654,35460.19438,32821.24168,29420.98281,29977.96724
metab_5531,34046.55443,26517.94696,10324.62365,41018.7371,11928.26694,0,0,0,0,0,0,0
metab_5532,41739.04453,24975.02636,6849.976097,25399.0089,8939.238728,0,0,0,0,0,0,0
metab_5533,514120.3455,364540.8735,333570.5629,354210.4341,314028.6145,0,0,0,0,0,0,0
metab_5534,34186.20869,31604.97432,27015.01742,29541.72883,25531.28379,0,0,0,0,0,0,0
metab_5535,64647.1013,45808.17637,42058.46242,52433.86213,55709.74972,0,0,0,0,0,0,0
metab_5536,51545.62544,42170.20709,34152.43245,45691.54347,48451.60333,1681.360261,2392.187895,0,0,0,0,0
metab_5537,16081.74096,16080.93985,15300.76055,14209.9634,14542.61484,28774.38696,20560.19165,21980.34937,23557.13538,19874.21187,22835.0463,28133.51186
metab_5538,40279.67927,35915.93163,0,23788.84234,11520.39378,0,0,0,0,0,0,0
metab_5539,49210.03595,14810.52607,36221.10268,20225.82285,18198.45343,0,0,0,0,0,0,0
metab_5540,24330.20845,17808.36369,6580.166341,13131.01528,12318.86681,22992.80622,14234.27033,29698.05775,26903.709,27658.6012,34757.84514,16053.21412
metab_5541,9394.245317,11939.67816,5788.213833,9288.409081,10775.18133,0,0,0,0,0,0,0
metab_5542,996586.983,774945.1335,660504.4068,715323.8985,706653.5731,1972.961316,1634.933624,1523.107348,1527.138381,1310.465358,2072.176961,1448.271145
metab_5543,37084.2818,31013.20309,27775.33072,25289.4634,27356.73018,1493.59456,0,0,0,0,0,0
metab_5544,63158.87688,22674.33289,21680.53335,30352.21027,14563.28791,0,0,0,0,0,0,0
metab_5545,128757.1732,119509.0077,101392.3015,115803.3296,133793.9563,0,13787.73665,0,0,0,6817.309137,11105.74253
metab_5546,30740.35632,30951.16272,30031.66184,29606.73991,31185.82224,0,0,0,0,0,0,0
metab_5547,0,0,10429.95247,10197.81133,0,0,0,0,0,0,0,0
metab_5548,36702.96174,48518.35801,49732.17111,18148.7327,33383.89216,0,0,0,0,0,0,0
metab_5549,58484.46618,52996.35226,50787.87926,56786.36003,35429.43571,0,0,0,0,0,0,0
Oxymetholone,345306.3705,368590.4026,314244.4459,277340.6413,299111.4457,0,1812.652767,1766.529431,8355.847048,12157.88805,0,0
metab_5551,10855.30043,22255.00026,20483.2584,7711.997667,16575.59759,8631.28716,20661.52481,34754.67624,38280.84073,36414.8435,37232.40946,10208.66252
metab_5552,5428226.609,4794981.773,4073508.85,4317358.996,5169719.404,1891510.829,1871380.371,1008902.015,1209028.997,1326160.264,862648.4444,1115557.969
metab_5553,565071.9045,525271.19,453188.9356,484591.5047,578145.3379,4537340.684,5964107.738,4309194.755,4843470.235,5352418.355,4105112.072,4891905.181
metab_5554,0,11325.98278,22716.97189,7496.752398,5020.058664,35000.92229,0,65226.73135,17471.87368,37597.77626,55857.56881,52020.00872
metab_5555,21433.28014,12371.22984,19888.09737,9594.438444,4799.535591,0,0,0,0,0,0,0
metab_5556,71485.44922,43991.49574,58867.78763,79819.94333,68720.3763,0,0,0,0,0,0,0
metab_5557,52605.98757,44465.00754,29601.00937,55711.73915,29258.20356,0,0,0,0,0,0,0
metab_5558,0,9340.718264,0,5439.1642,4782.766009,1304350.587,956585.0229,876005.4805,183651.7774,140529.0779,709501.7684,839913.6659
metab_5559,195438.5073,204529.7164,162908.4099,175969.6167,212300.5752,1342697.136,1550939.891,1051418.843,1170459.308,1370929.411,1025847.466,1286666.321
metab_5560,2948264.978,2753787.808,2441623.421,2609847.155,2754642.973,466452.3304,300938.5234,197782.2553,221597.8621,252061.2625,194170.1805,227446.1377
metab_5561,2105331.722,1913214.13,1747178.065,1892670.611,2090745.96,5392810.061,5183442.632,4282291.447,4379408.71,5063082.255,3813851.862,4590749.537
metab_5562,113221.165,104602.3394,115155.0683,109722.9156,104467.2846,0,0,0,0,0,0,0
metab_5563,1049422.672,804422.5876,560294.5684,606214.882,714335.8294,1555533.869,553753.1578,1441513.965,1251294.649,1684459.563,1285901.838,535699.1558
metab_5564,0,154.4771555,0,0,0,0,0,0,0,0,0,0
metab_5565,30416.09218,9176.648534,0,46371.86358,8645.007942,0,0,0,0,0,0,0
metab_5566,0,0,0,0,0,27993.28765,82535.72996,44366.0071,78448.35437,50432.10949,56273.02898,63585.11859
metab_5567,118234.6801,128464.7742,150965.0702,119838.0176,128977.1816,0,0,0,0,0,0,0
metab_5568,51336.48134,27578.17589,32266.15063,57808.87101,27005.14441,0,0,0,0,0,0,0
metab_5569,36209.14157,41891.12375,21283.47527,34984.06183,41086.35617,82173.12184,89683.89549,90973.38376,100283.8961,68895.00666,82197.67325,124189.0943
metab_5570,20291.28352,19490.09941,14215.47807,14908.5146,10814.51697,0,0,0,0,0,0,0
metab_5571,23159.64096,25784.6504,27171.28513,18288.37956,12850.73946,4346.088312,2303.657998,0,4867.569886,0,6281.405159,6172.950274
metab_5572,1501736.454,1428245.782,1262763.312,1330257.053,1486754.333,3525386.614,3365792.203,2894896.5,3051953.577,3498962.718,2832276.018,3325885.198
metab_5573,271314.5835,257006.0632,222018.588,227304.0886,273004.2775,697407.2066,672587.8049,568551.0132,606584.6962,715769.7792,554092.1836,668485.3151
"(1(10)E,4A,5E)-1(10),5-Germacradiene-12-Acetoxy-4,11-Diol",204857.6443,207465.2942,203768.3651,183549.36,195911.6497,4270.161699,2669.078459,1874.610168,2530.275228,2935.24863,1774.012184,3780.400213
metab_5575,8903.392173,10585.19697,7198.802227,8583.381935,6928.097377,0,0,0,0,0,0,0
metab_5576,35220.1745,42405.90261,34047.89756,50222.4479,20132.58684,0,0,0,0,0,0,0
metab_5577,104483.6368,103226.84,91827.65642,84813.5462,100031.0506,0,0,0,0,0,0,0
metab_5578,5090.986909,7291.946033,12514.54544,7439.323506,6555.387756,0,0,0,0,0,0,0
metab_5579,36668.70338,42875.30962,45359.97887,40718.72273,41589.86619,0,0,0,0,0,0,0
metab_5580,93870.73711,89864.68366,102106.9934,83387.96694,91454.823,0,0,0,0,0,0,0
metab_5581,14117.32473,8394.387956,22436.2458,13087.67394,12041.03154,45065.81146,43221.82223,24279.11283,40225.71146,25305.60525,30571.5006,39572.6499
metab_5582,56951.86819,66745.30261,46537.42981,37920.88587,43502.44847,0,0,0,0,0,0,0
"N,N-Dimethyloctanamide",895217.0949,822995.0604,416447.4304,503574.4587,535639.0566,806188.0693,353272.0787,790555.0181,804570.9405,888843.4979,895793.5931,415053.6282
metab_5584,14963.55398,0,17241.1791,0,21016.99023,0,0,0,0,0,0,0
metab_5585,127692.2137,99780.29268,80636.64593,84542.27601,74359.04751,0,0,0,0,0,0,0
metab_5586,39656.58132,47233.71556,38904.19426,40940.87486,45910.2799,0,0,0,0,0,0,0
metab_5587,29231.29557,38378.90516,34079.4277,18266.49502,34073.81725,0,0,0,0,0,0,0
metab_5588,3135.833534,3718.221271,2292.82358,4199.843078,2795.001683,0,0,0,0,0,0,0
metab_5589,314464.4427,551591.6473,295049.7174,232819.0972,165840.0488,0,0,0,3321.084495,0,0,0
metab_5590,1839.12197,0,1411.300931,3347.076609,0,13269.00656,8639.476771,3846.225362,2857.450328,9185.11352,5917.945595,9655.763516
metab_5591,53804.28744,56101.13704,50853.31014,16901.7634,64070.19702,0,0,0,0,0,0,0
metab_5592,90065.10463,120429.7199,102567.0301,96330.63238,58480.06721,0,0,0,0,0,0,0
metab_5593,45645.59052,39967.299,45896.09639,36617.10581,36721.05061,0,0,0,0,0,0,0
metab_5594,0,4894.468981,0,7047.012844,0,0,0,0,0,0,0,0
metab_5595,53362.55876,48110.80168,47705.6393,43528.18717,50460.44276,179592.3831,136919.1634,144324.1003,145135.175,176027.1566,133315.0336,145025.1431
metab_5596,108287.8077,90683.8985,97889.00176,86881.60212,108550.0751,12428.98665,1568.037428,4100.388778,3124.635613,4204.944526,1538.242954,3142.973732
metab_5597,44501.65465,25470.81929,7948.688054,13234.42011,25898.08226,0,0,0,0,0,0,0
metab_5598,33107.1238,13514.48863,18101.76407,13494.70558,32803.74761,0,0,0,0,0,0,0
metab_5599,125654.9483,116882.5895,88599.05564,98107.4827,70430.08823,33.90462561,0,0,0,0,0,0
metab_5600,56636.17095,52286.12553,59693.43448,57463.72217,43390.53359,0,0,0,0,0,0,0
metab_5601,47810.69683,28023.34364,46658.95981,44183.21962,41089.97393,0,0,0,0,0,0,0
metab_5602,10520.76581,10684.83759,7561.871827,10473.56501,1818.768137,0,0,0,0,0,0,0
metab_5603,5430.352347,1384.632692,1923.999715,0,0,25108.81525,18439.19588,11438.48407,11089.44932,10311.625,10141.78506,18202.45151
metab_5604,2737.737305,6485.268774,8873.015624,0,7841.57792,21716.01919,20205.24755,14388.24148,15870.2298,15642.88492,11135.76244,19168.61422
metab_5605,5736.592584,9225.559056,7793.857834,6359.196551,8539.327493,0,0,0,0,0,0,0
metab_5606,0,1778.244174,1063.713558,1620.28745,1861.009103,0,0,0,0,0,0,0
metab_5607,11587.93778,12209.29005,10889.53855,10908.69603,9577.535023,12615.55591,9234.306517,10639.33645,10153.92813,14187.5122,10677.09508,11897.65521
metab_5608,59607.06628,58513.3612,50001.61775,51538.73033,56785.98475,63272.02825,47501.46989,52505.50594,52099.71981,67099.49422,52819.24102,53177.557
metab_5609,0,0,0,14270.99097,52477.16427,58469.16177,0,45395.90359,18015.29147,58053.07,51307.54985,50218.30866
metab_5610,11083.32326,0,10920.88985,19622.03767,0,0,0,0,0,0,0,0
metab_5611,8356.127873,10285.86288,2633.104792,0,11105.94787,0,0,0,0,0,0,0
metab_5612,16663.95082,3490.346288,3249.883467,16556.61703,0,0,0,0,0,0,0,0
metab_5613,17364.65163,10920.08742,11287.04577,19640.54852,0,0,0,0,0,0,0,0
metab_5614,17571.62206,13705.54709,12480.98096,3494.920675,13232.38904,15333.95657,34773.51922,25720.91167,26112.84321,19877.18912,18904.70822,34613.6333
metab_5615,0,1548.464661,0,3119.166533,0,4041.518642,0,3089.426385,3491.114165,2703.633057,2294.75731,13145.86646
metab_5616,93421.12377,56141.44733,63619.03055,88382.49341,103333.9887,0,0,0,0,0,0,0
metab_5617,85322.72736,194848.3523,95032.8835,85228.9075,88990.38633,0,0,0,1414.546471,0,0,0
metab_5618,29907.49331,19715.1525,15664.63459,11161.57604,18160.91559,31790.79935,9165.15301,29938.88535,29578.48441,36368.47704,30883.28326,7514.853632
metab_5619,132041.0247,127502.6402,53158.62775,71127.94539,82246.5011,99437.61989,41665.24949,103021.6379,102578.7151,107221.127,122589.8429,48397.23269
metab_5620,93641.56887,61753.5161,40647.35545,40717.90308,56325.3585,0,0,0,0,0,0,0
metab_5621,102158.7644,103704.6763,95582.73906,113522.3069,78009.85024,0,0,0,0,0,0,0
metab_5622,8768.916554,7605.973864,7003.569631,9044.662343,10648.18361,0,0,0,0,0,0,0
metab_5623,17304.1839,7888.435545,5910.825793,7336.836174,2672.482086,0,0,0,0,0,0,0
metab_5624,15885.1415,27927.03073,15901.74652,20782.44916,5356.543106,0,0,0,0,0,0,0
metab_5625,155352.8974,101967.8389,47519.7373,77717.80896,71743.2437,0,0,0,0,0,0,0
metab_5626,17572.35558,9683.950276,7544.95836,8173.477126,3157.62637,0,0,0,0,0,0,0
metab_5627,774482.7819,574573.1137,460022.6154,488955.7887,537416.3074,37492.70624,53440.01429,19344.84405,21602.89377,23232.20761,20977.09047,23582.70863
metab_5628,329756.1311,304180.169,296235.2081,320397.3659,301143.3983,23931.70584,12380.55278,10876.97293,9081.798228,13357.39457,9297.112965,13129.38659
metab_5629,2621.204378,3249.376451,3339.923466,3020.16466,2795.864479,1750.679046,1564.512445,990.8907191,1749.187208,1429.069549,1268.925657,2086.759848
metab_5630,1213.247223,1334.609986,1254.689114,926.1611893,1521.402293,2574.105408,1865.356099,1912.03559,1596.541883,3112.682127,2010.866307,2562.242338
metab_5631,26678.69496,14047.92219,29782.94151,6079.122824,7360.946492,0,0,0,0,0,0,0
metab_5632,0,14093.37676,20090.93676,17952.11427,0,0,0,0,0,0,0,0
metab_5633,4795.185581,2016.8182,0,5926.226568,4725.178665,0,0,0,0,0,0,0
metab_5634,3474.043059,1984.514131,2046.378569,3662.745155,1553.164778,0,0,0,0,0,0,0
"3Beta,7Alpha-Dihydroxy-5-Cholestenoate",39934.68661,36673.0948,37405.11689,36330.05873,52496.53572,6277.157972,216342.3097,152806.769,158871.0033,189060.4597,156203.7562,177565.2958
metab_5636,2417.272212,0,0,2685.850945,2809.820682,40245.10574,23620.77269,30293.53739,24233.99149,48258.27047,18704.39229,16489.53049
metab_5637,87672.13362,68278.0132,43396.04034,40880.56255,46805.89633,129136.3901,80726.09684,154337.4202,108428.7812,131996.3183,121235.4369,93323.22564
N-Jasmonoylisoleucine,84771.89239,55171.14347,45180.78993,38536.46472,58736.05084,0,0,0,0,0,0,0
metab_5639,0,1923.759494,6029.865536,0,6456.515257,2186.576325,10297.03398,8778.284464,9343.738646,13146.00442,7517.027016,4655.00469
metab_5640,2864.355765,4437.927484,2903.095914,5002.787213,3094.721672,8198.29567,13615.12816,8304.300238,8441.647971,15683.6236,8140.718921,10080.34822
metab_5641,13579.7771,33446.73956,24276.401,22425.38223,29557.84448,0,0,0,0,0,0,0
metab_5642,31363.51224,45896.23897,33200.2057,37471.31961,16425.15807,0,0,0,0,0,0,0
metab_5643,17023.33659,5528.710475,9138.685316,35010.90826,11480.84314,0,0,0,0,0,0,0
metab_5644,69234.88108,51199.24146,46084.93906,69691.83213,74610.3172,0,0,0,0,3814.712701,0,1485.543822
Alpha-Bisabolol Oxide A,391746.8107,316330.1908,227815.8093,256976.6467,287833.2863,443127.3595,777924.8508,400947.4761,416570.7335,519072.505,468797.0173,473277.7279
metab_5646,9699.818249,6293.436826,8192.013229,7734.958186,6395.187678,0,0,0,0,0,0,0
metab_5647,0,2318.624283,0,3146.560756,19379.82089,0,0,0,0,0,0,0
metab_5648,2441.222364,0,5905.825389,2157.619598,0,0,0,0,0,0,0,0
metab_5649,120503.9323,104103.235,62552.08987,81263.53332,124574.1325,0,0,0,0,0,0,0
N-Myristoyl Proline,91521.68788,128951.2174,82903.92406,121800.0746,101904.2768,276301.0651,132925.4537,161867.6926,119107.0724,186130.8255,130649.7033,144865.7835
3-Oxohexadecanoic Acid,56247.75612,63119.93758,56586.44621,33733.09536,30265.97527,62865.96846,59305.61705,59011.11619,57740.38711,96537.98661,64469.98176,87796.92473
metab_5652,48188.44858,10708.30658,26691.36957,6405.625555,25055.61373,0,0,0,0,0,0,0
metab_5653,27826.68953,39496.70578,32258.47601,36447.28398,38344.52406,0,0,0,0,0,0,2311.611283
metab_5654,30799.32473,29121.36717,20338.87935,17758.84052,19987.3992,39803.06009,64614.22566,40301.9557,35834.50519,42366.56596,36519.06017,43626.45865
metab_5655,33419.89617,29197.63333,6243.225117,12415.26503,6884.364822,10920.05549,3950.112153,21860.77975,19433.3531,15441.64003,24860.19146,3723.071081
metab_5656,92597.86917,68184.51375,61909.96967,53445.88537,74825.93803,0,0,0,0,0,0,0
metab_5657,127431.6136,132827.6279,125734.7371,140531.082,142582.7256,0,0,0,0,0,0,2583.24706
metab_5658,211352.0814,172533.7988,96898.04366,111625.1574,128337.3764,236081.2487,121116.5144,302228.7705,192862.5885,258822.9142,224100.2392,154110.7235
S-3-Oxodecanoyl Cysteamine,682408.4336,458861.3112,288560.9601,1157843.336,288582.496,1128171.726,678366.7545,700757.7795,154367.5683,302608.3744,375135.3408,1225039.059
metab_5660,8601.624798,15291.23636,12939.76058,5946.144033,6875.315597,0,0,0,0,0,0,0
metab_5661,461339.436,425795.9239,369631.3388,397475.2616,446620.505,6425.329404,6352.548425,2325.805773,0,0,8872.058015,3122.891158
metab_5662,101582.2675,102186.4308,92636.23015,88750.28436,95062.97632,0,0,0,0,0,0,0
metab_5663,55226.66302,36868.19135,39334.27647,48922.30631,55796.57285,2437.4265,3103.441369,816.091817,1534.980524,1046.546009,1432.282333,1058.690076
metab_5664,1491839.076,1518212.278,972609.1489,1166951.582,1344647.125,16488.91362,0,39222.30708,0,15761.94922,0,0
metab_5665,0,6717.885714,0,0,0,127959.7848,99379.67103,124369.8486,129649.9501,142754.4747,119996.0391,138297.736
metab_5666,48856.38454,37050.8131,44709.88866,48655.57343,45047.6427,0,1108.781171,0,0,0,0,0
metab_5667,108829.9182,181956.1066,88375.38985,0,26987.83722,0,0,0,0,0,0,0
metab_5668,25687.98775,17084.69362,40540.95846,2695.70747,109995.9849,0,0,2413.742635,71215.10519,0,0,0
metab_5669,19342.28266,17497.4213,1530.341689,0,6188.247283,3232.498448,4889.876153,6877.28148,6387.702979,4516.907512,8253.919912,3774.010619
metab_5670,9145.337663,4331.542154,19673.51519,41310.76566,39596.79184,22479.74595,41367.7479,28724.15101,51750.39833,68497.72761,72979.74703,38963.92073
N-Lauroylsarcosine,31125.63061,17265.82915,26064.19486,29220.78439,23894.84258,40232.00092,107882.2352,27509.26591,32096.0159,35708.52393,32724.54788,42808.08596
2-Methyl-2-Octenal,1991680.775,1931765.587,1788527.641,1852070.209,1920967.477,2843940.925,2123650.583,2133651.75,2101311.777,2529090.174,2154466.028,2360595.198
metab_5673,1476904.956,1818846.457,1397009.889,2069707.707,2338169.726,8020093.462,5949329.87,6516904.916,7613795.104,9261234.605,7557860.494,6595266.579
metab_5674,9544.302605,16649.12824,16366.45537,19114.73463,10938.17127,74343.8226,59652.88945,88704.74473,78673.35216,108062.5271,83946.62852,77624.13412
metab_5675,135057.6533,145107.1959,109584.4232,134254.6698,135435.8704,0,0,0,0,0,0,0
metab_5676,39973.09421,38117.22561,28624.91343,40617.07364,59832.68093,75570.89914,62943.17785,59591.16921,74461.97966,94964.40989,75264.77318,76598.95844
metab_5677,22546.56095,4740.777692,4601.015725,5046.517293,12622.385,45036.27876,107247.7956,42444.98632,45668.64095,38582.85774,51379.64422,60617.73195
metab_5678,63641.71269,85835.04933,68760.74732,75412.1978,85253.1496,127667.7838,96692.59146,107606.4006,111193.1081,145977.1521,119787.0823,95637.72694
"2,5-Dimethylbenzaldehyde",129866.1319,140869.5408,118439.824,142095.2458,162290.5567,191625.8085,136578.5016,156849.1375,182569.3567,215147.5245,185545.655,160499.6609
metab_5680,6012.318148,7231.95598,6124.39985,6761.032472,7721.979946,9168.659281,6824.606697,8605.024139,8238.850404,10742.92939,7529.071793,7414.496886
metab_5681,229097.4215,210726.8596,150376.0199,150015.7957,141202.814,0,4349.894731,0,0,0,0,0
Tobramycin,195488.7872,261768.2222,160463.5302,275142.9676,345162.514,460961.8082,316719.8,433888.4083,624013.0203,764695.3476,616869.9579,417749.3335
metab_5683,84766.88194,130094.256,89197.39601,146260.4417,157682.672,42264.32265,88690.11522,93451.26261,120076.4487,148128.4771,111135.6251,118742.2055
Eplerenone,10408489.6,10829799.04,9830813.04,11101051.61,11855627.17,14199145.33,11054983.47,11671577.15,12556992.03,15080645.72,12384679.27,12002141.12
metab_5685,27849.32883,35322.45653,35460.95641,33628.78921,39484.78915,0,0,0,0,0,0,1184.573995
metab_5686,23696.07879,40141.1992,21684.43991,36338.95135,42072.57792,15097.17142,28259.46674,35268.66942,39866.04977,63139.2161,37501.89718,34331.5772
metab_5687,15626.95712,12652.12509,5467.600811,10580.2787,11414.14036,11096.73732,22795.59969,12065.95567,13373.61052,16313.86575,19020.30893,14248.25966
metab_5688,118839.7305,121195.1555,125180.9147,137605.9321,154302.801,60838.14546,130854.0631,139517.9142,160385.1817,192113.3013,165414.411,152195.2446
metab_5689,20406.76925,24054.67846,20310.10277,19775.34214,17044.11416,0,1618.851481,5031.687899,3383.605547,0,3294.642903,1480.251747
metab_5690,57201.46755,66414.75243,51069.47829,66616.88874,76568.73708,0,5384.4475,0,0,0,0,0
metab_5691,38550.80805,14323.62628,0,17450.70487,9844.296862,0,0,0,0,0,0,0
metab_5692,333520.5003,336464.2511,322190.2805,315845.0123,407200.1886,207769.4404,215847.5123,245360.9201,290609.0883,312102.4579,300802.8957,302566.6664
metab_5693,164113.6104,143540.053,117773.2963,125519.0844,150420.7006,176324.1732,273547.9152,175277.9882,174465.392,218314.3975,205702.2793,198129.4509
metab_5694,19590.75319,22702.97085,15648.84306,0,8775.119402,4266.976334,12068.2043,20203.8635,15242.70318,3680.263495,15407.04367,0
metab_5695,581150.7898,475216.5178,430192.4236,400666.0738,457240.232,17317.41253,22498.41034,14892.82531,5506.48193,4787.526934,3671.991247,7327.134867
metab_5696,0,109430.5581,79239.4019,79727.81263,0,7883.952215,14528.08506,0,0,19949.40363,0,14132.36028
metab_5697,11629.70679,10896.87417,2770.189247,6269.555598,3532.007436,6357.540679,2615.23808,10275.64843,8346.720386,11250.45179,9693.354936,2051.408867
metab_5698,74294.95682,62506.29155,52007.282,83036.51843,83827.80451,0,0,0,0,0,0,0
metab_5699,200529.1658,360016.1193,285294.6597,152486.8638,154772.1203,145689.8278,101528.04,123423.8765,116974.1355,305732.5767,182005.3506,170350.3136
metab_5700,1635933.349,2448248.758,2030565.244,1223108.913,1352794.472,844459.1983,734833.5756,700993.3198,752165.6811,1513849.377,1017392.658,1006213.566
metab_5701,3051.465343,2662.486907,0,30017.34986,7510.4154,0,11441.56909,0,0,0,0,0
metab_5702,3482940.351,5208726.247,4479996.583,2670036.194,2928611.111,320460.2293,161391.9333,164769.3126,156745.3285,352240.9561,226849.5729,227236.9611
metab_5703,0,0,3449.82951,0,0,5729.014196,3069.695485,2335.120628,2996.101914,0,0,0
"(2'E,4'Z,7'Z,8E)-Colnelenic Acid",404497.4939,423588.5063,371449.9932,422559.6214,352820.7099,68605.57346,33269.12804,110148.023,94696.3582,75462.802,65948.60166,62291.22687
metab_5705,1031074.001,915694.7103,804164.3937,767454.3864,743563.7971,26046.68842,21065.25144,7616.004985,0,0,0,8205.621946
metab_5706,402347.912,758440.9784,425015.8895,606666.153,369064.2451,0,0,0,0,0,0,0
metab_5707,111851.2214,73500.18437,55717.03741,67275.8012,71079.80343,0,0,0,0,0,0,0
metab_5708,900.6502508,10620.51793,22280.91143,0,702.7371845,52821.66367,32750.88849,32791.1039,44567.48157,114157.0002,63045.39324,66783.30756
metab_5709,102755.2793,86023.41538,72900.00864,88598.40256,99198.01836,0,8178.915681,0,0,0,0,0
metab_5710,53269.978,37325.04519,36780.69208,41906.4662,51141.89598,81938.03635,155460.5044,65658.92316,63172.57275,69081.79763,71211.9962,87046.15059
metab_5711,24544.88248,19186.65173,8876.73063,37138.97237,2325.479136,42698.8566,30134.29793,32008.84391,0,6852.718527,13829.93259,58140.2173
metab_5712,123926.4485,122126.4102,113179.8912,112430.3876,111686.6156,168026.1955,124744.5933,113565.7951,123762.2046,144630.2308,115140.2668,129780.7189
metab_5713,14569.99929,21771.04426,12818.078,12476.66423,10396.90142,19811.53545,10945.96344,9654.395682,11131.27771,10540.19208,7020.94261,10825.54725
metab_5714,124221.7525,63039.77721,51749.15467,75579.18426,113404.7302,0,4819.15794,0,0,0,0,0
(9Z)-Icos-9-Enoylcarnitine,294223.8899,125183.3767,100242.5777,294994.4,390582.7082,458767.7093,127889.3128,142387.6385,140088.9279,374012.7548,163332.3213,313526.6344
metab_5716,5123.522163,119.719747,178.4496122,0,0,2737.928512,14637.20874,5788.300715,2288.279366,3035.558386,6093.983662,9298.109965
metab_5717,24335.51758,28639.20664,26340.44286,18850.91293,17082.04164,0,0,0,0,0,0,0
metab_5718,15991.22309,0,0,0,17690.8651,346919.991,104614.7926,57804.30696,77845.85401,293613.0249,96547.67971,289456.8699
13'-Hydroxy-Alpha-Tocopherol,566606.9072,300318.4342,215898.5248,526147.9067,751722.2902,820614.199,370723.5405,405250.0296,348001.1271,857646.4659,413770.1605,739071.0481
metab_5720,6097.023484,7580.249023,16181.29393,15822.67844,9356.360118,16694.71586,14850.12734,19810.67935,17075.07413,5917.050193,13207.93082,5961.257284
metab_5721,6940.115236,6926.758158,6338.390369,5000.097283,0,5546.401513,6732.470028,2504.005612,7896.094479,8813.328265,4964.170993,13315.58556
metab_5722,124202.9169,119453.803,95577.89395,111192.8638,120740.2128,0,0,0,0,0,0,0
metab_5723,66298.96796,65705.40409,48313.92226,21060.24294,33934.84874,137.2373323,100.8649033,92.37501441,57.01218565,197.768119,93.75319346,241.7436713
metab_5724,747588.2089,663035.7148,379343.2974,413337.6006,443808.3943,19744.54397,5039.991279,8218.566827,7073.668717,4872.43782,9798.980561,0
metab_5725,686471.9618,616592.3042,350146.3457,377730.7674,452429.1658,511324.0136,398892.1864,509448.9907,467960.7514,548201.8169,555994.8875,302113.3062
metab_5726,76604.31612,137827.7417,60089.04676,90763.57711,110907.1554,0,0,0,0,0,0,0
metab_5727,640864.2164,592831.0429,575395.4046,696005.0547,679569.9163,162863.7716,136516.8354,177409.8748,177113.0195,176557.6788,195483.9893,150134.5922
metab_5728,3715688.672,4109115.665,3346346.597,3914737.512,4675136.326,11036688.75,8140866.153,8922435.253,10201991.2,11889301.02,10128447.62,8907577.446
metab_5729,863866.024,764431.4319,355926.651,419906.8187,508496.2277,0,0,0,0,0,0,0
metab_5730,19776.80275,17676.90595,38936.61093,59517.80752,42115.07736,38663.36539,119901.9405,147998.1905,194302.8569,259902.3737,179565.6114,149671.4627
metab_5731,688287.9866,681880.3893,655999.0322,787601.2189,928714.4529,1182422.07,935033.2718,1076451.74,1123593.908,1369629.069,1155062.216,1036169.443
metab_5732,31459.24606,31305.84007,18482.69399,22350.43846,32260.90851,23361.62105,27224.28386,18758.55726,17427.10827,15805.70122,20826.48328,24252.54524
metab_5733,65508.84379,114952.3405,88223.3931,104195.1366,109273.2244,65311.41318,124422.5201,136564.8183,165586.8297,198524.7752,177323.5225,153887.0933
metab_5734,14638.51664,12709.56104,5955.444166,4122.961902,4254.736147,0,0,0,0,0,0,0
metab_5735,5055.711583,0,4898.169348,4188.634599,5597.743417,41044.99861,45917.75434,38329.1786,39792.74642,37963.58137,31559.89164,33377.54479
metab_5736,18985.66318,8574.606102,19041.97121,7607.867155,2888.918627,0,0,0,0,0,0,0
metab_5737,13491.26545,21922.49686,12454.28667,16868.63404,12077.91462,27560.16249,23783.00036,21551.71763,20019.06085,16832.03108,18094.71755,18722.01088
metab_5738,103694.6753,85035.80991,54902.98977,62081.79698,63147.6624,0,0,0,0,0,0,0
metab_5739,61635.73807,36830.17558,40247.20161,42001.06604,44172.53837,57754.2944,92405.3581,57784.72375,51953.58693,56151.00614,63294.06367,54994.57918
4-Heptylphenol,60953.07197,50948.75351,52023.82803,58127.02282,55522.09017,87559.40083,74048.12077,63153.39866,58086.0312,74186.09296,58633.58196,75496.91646
